Area,Lengths,Widths,Ratios
8321,358,37.73592452822641,9.486981026056922
7588,338,31.304951684997057,10.797013948498984
7396,372,30.0,12.4
8189,380,43.68065933568311,8.699502383416972
7386,361,34.058772731852805,10.599324962240397
7579,339,32.0,10.59375
7509,334,29.732137494637012,11.233635659738418
7763,351,40.44749683231337,8.67791649641931
6826,347,32.0,10.84375
7580,497,33.94112549695428,14.643002927071423
7746,390,30.463092423455635,12.80237720382295
